j_gene,v_gene,cdr3_length,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147
,,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.954645593362143e-08,1.5818582373448573e-07,2.7682519153535e-07,7.118362068051858e-07,1.9377763407474503e-06,3.677820401826793e-06,6.129700669711322e-06,1.2338494251289889e-05,1.9535949231208988e-05,3.424723083851616e-05,5.520685248333552e-05,8.787222508450682e-05,0.000136988923354,0.0002073816149159,0.0003154620789824,0.0004692186996524,0.0006965317283588,0.0010184003332026,0.0014686367340068,0.002087538769368,0.0029465668851581,0.0041053175904692,0.0056525726788721,0.0076706283251648,0.0102507577496421,0.0135367914125345,0.0175959978353851,0.0225692019477736,0.0285193617075463,0.0354576687617324,0.0434639278584059,0.0525348170952685,0.0626182933363114,0.0737382821873745,0.0860265919860847,0.0995714113291737,0.1147676511255949,0.132065824601344,0.1522296133669552,0.1761165032264371,0.2046554008832147,0.2387528297466543,0.2791961993008503,0.3263994818465158,0.3804339005507872,0.4406901236206394,0.5058800438934024,0.5739720808348542,0.6425941589251842,0.7092519250028355,0.7712353395355885,0.826392205298624,0.8732780484425103,0.9111817050501932,0.9404642342643466,0.9619320674143688,0.9768311551409048,0.9866235694662764,0.9926652001786236,0.9962102235814252,0.9981469717143184,0.9991539035753002,0.9996390990431496,0.9998569209224322,0.999946454098666,0.9999795149358264,0.9999937516599624,0.9999978644913796,0.999999406803161,0.9999998813606322,0.999999920907088,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8002750259036254e-08,1.52011001036145e-07,3.0402200207229e-07,5.700412538855437e-07,1.3680990093253049e-06,2.584187017614465e-06,4.940357533674712e-06,9.386679313981953e-06,1.6151168860090405e-05,2.6145892178216936e-05,4.3513149046596505e-05,6.722686520823512e-05,0.0001040515302092,0.0001542151605511,0.000231512754578,0.0003384144910567,0.0004912995553488,0.0007052170365569,0.0010043366838458,0.0014156024471491,0.0019751549419631,0.0027143464372516,0.0036991497074643,0.0049914712327731,0.0066618441176587,0.0088269748081668,0.0115240679968009,0.0148852592462116,0.0190231127026662,0.0239969506593192,0.0298924693180045,0.036799279163833,0.0446836337545748,0.053621424582497,0.0635784871751168,0.0746275587964301,0.0868126086284864,0.1003442099104712,0.1155487682643593,0.1328654814748943,0.152960499751367,0.176631728838216,0.2047233618296956,0.2380976811291833,0.2774589537044796,0.3233470466257643,0.375700281429367,0.4340298667414561,0.4971245789057754,0.5634185906034019,0.6304321463744331,0.6959267702203609,0.7573806756394961,0.8127846572256434,0.860697308664228,0.9002242352279034,0.9313946990343692,0.954835555449148,0.9716438298639672,0.9830413487024056,0.9903380287631416,0.9948164248646676,0.9973734399158468,0.9987481894064674,0.999445729887472,0.9997692092976768,0.9999141897899152,0.9999695217942922,0.9999907653316872,0.9999970357854798,0.999999125936744,0.9999998859917492,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.645893205735821e-08,7.291786411471645e-08,1.0937679617207465e-07,2.552125244015075e-07,4.739661167456569e-07,7.656375732045225e-07,1.6406519425811196e-06,3.026091360760732e-06,5.031332623915433e-06,8.823061557880687e-06,1.4620031755000644e-05,2.450040234254472e-05,3.933918768988951e-05,6.25635274104267e-05,9.668908781611398e-05,0.0001458357282294,0.0002182067083632,0.0003208386021047,0.0004623357174193,0.0006624587954821,0.0009290465066856,0.0012880211517223,0.001756263216135,0.0023809505580057,0.0032046307510456,0.0042685023884793,0.0056356394227661,0.0073768086410294,0.0095535527205819,0.0123013895118808,0.0156742782343712,0.0197804654573311,0.0246966972327415,0.0305187147161848,0.0372492887864976,0.0449382952627341,0.0536573030285231,0.0633787491312292,0.0741423008889307,0.0860423504767242,0.0993015161337519,0.114188172058888,0.1312211288553087,0.1509986775980753,0.1743038103120516,0.2019175137808382,0.2346543534644607,0.273324009326049,0.3181080833061805,0.3692989395810234,0.4263801373779852,0.4882357781635862,0.5532912371212013,0.6195189965801886,0.6846861657056275,0.7463141204605303,0.8023612335675492,0.8511711392843863,0.891971746806863,0.9245682560609968,0.9493707935735008,0.9674764450689132,0.97999910383945,0.9882832294636588,0.9934667781289136,0.9965578028476686,0.9982817634500007,0.99919403884794,0.9996412076496236,0.9998528517502164,0.9999435980321072,0.9999794007033876,0.9999931457207732,0.9999982135123292,0.9999994531160192,0.9999998541642716,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.101806982469432e-08,8.101806982469432e-08,1.6203613964938865e-07,4.455993840358189e-07,8.101806982469432e-07,1.4988342917568448e-06,2.2685059550914407e-06,3.84835831667298e-06,6.56246365580024e-06,1.0653876181947304e-05,1.6770740453711722e-05,2.6371381727938e-05,4.350670349586085e-05,6.854128707169139e-05,0.0001022448041187,0.000151584808642,0.0002279443394517,0.0003350907367949,0.0004806802082699,0.000678404807677,0.0009424832062706,0.0012946687557986,0.0017460204227919,0.002333847028405,0.0030809551592934,0.0040236004017037,0.0051811460743241,0.006611074497695,0.0083824535763421,0.0105497679622225,0.0131766573491835,0.0163627334540745,0.020173418368279,0.02471593950721,0.0300663728384328,0.0362694403364907,0.0433679195422511,0.051466283256753,0.0605309089810191,0.0706422881674202,0.081942486001394,0.0946790937043248,0.1090657559263401,0.1256567577921458,0.1448883005896778,0.1676251711962451,0.1946298306669679,0.2266584611565548,0.2644184314326454,0.3084114458926289,0.3585246463652397,0.4145172471469588,0.4755067184031857,0.5400357881119837,0.6060533217996009,0.6712983887004746,0.7334615687342518,0.7904846788551061,0.8407040535082222,0.8832035403600225,0.9175430492552192,0.9440521211928242,0.9636315150731486,0.9773893960552544,0.9866002593955542,0.992437813871598,0.9959441138974712,0.997953118974914,0.9990112149668244,0.9995551702876276,0.9998107822979244,0.999925058285412,0.9999731020008182,0.9999909259761796,0.999997245385626,0.999999108801232,0.9999999594909652,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4189855882739215e-08,1.3256956764821766e-07,2.209492794136961e-07,3.535188470619137e-07,5.744681264756098e-07,7.512275500065666e-07,1.193126108833959e-06,2.1653029382542214e-06,3.7119478941500937e-06,5.479542129459662e-06,8.35188276183771e-06,1.2947627773642587e-05,1.9929625003115385e-05,3.097708897380019e-05,4.723895593864822e-05,7.437152745065009e-05,0.0001106955889862,0.0001676121233632,0.0002460933074109,0.000355728339856,0.0005044272049014,0.0007128265652444,0.000994492706641,0.0013525631088588,0.0018244665798306,0.0024108217775387,0.0031529904070893,0.0040719184601708,0.005203929998319,0.0065851723236457,0.0082415406916985,0.0102252233222746,0.0125958765208159,0.0153952155112757,0.0187363663247137,0.0226824320753306,0.0273124242254446,0.0326701791120914,0.0388713415881162,0.0459474190207634,0.0539389335078773,0.0629232172972529,0.0730494553423503,0.0842981599167251,0.0970219218804657,0.1115183157230865,0.1281982629144412,0.1475778567813841,0.1703900302735864,0.1972621467750154,0.2290958561051025,0.2664262532287318,0.3097231646936485,0.3590414301110031,0.4138978334067179,0.4735825087358926,0.536834940459472,0.601636756910012,0.6658233621869525,0.7273096137506104,0.7840570335491154,0.8343888816908523,0.8773296229173542,0.9123723995816458,0.9398508892854978,0.9603873293895948,0.9749965399342844,0.9849211396669888,0.9913197866089536,0.9952559980217084,0.9975471536695169,0.998791849340166,0.9994427217274628,0.9997548788694184,0.9999030474561932,0.9999632782297616,0.999987891979488,0.9999959787231146,0.9999985859246118,0.9999996906710088,0.9999998674304325,0.9999999116202882,0.999999955810144,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.081885770172842e-07,1.081885770172842e-07,2.163771540345684e-07,5.409428850864211e-07,8.655086161382736e-07,1.4064515012246947e-06,2.1637715403456843e-06,3.3538458875358103e-06,5.40942885086421e-06,8.438709007348167e-06,1.2171214914444474e-05,1.74724551882914e-05,2.5694787041605e-05,3.9488830611308736e-05,5.836773730082483e-05,8.655086161382737e-05,0.0001290689723816,0.0001876530868364,0.0002729597798146,0.0003951046832671,0.0005617691861622,0.0007832312033166,0.0010788023957278,0.0014688763101636,0.0019720072875825,0.0025947948311825,0.0033776473744796,0.0043192666545495,0.0054522174330745,0.0067797994616536,0.0083384181964531,0.0101460329412579,0.0122500302928015,0.0146995819593384,0.0175510541894944,0.0208767710470057,0.0247761037398627,0.0292956274504712,0.0344999307593107,0.0404776201109582,0.0473356940080838,0.0551314923965068,0.0639518366092834,0.0739025891690251,0.0851127649538251,0.0979364110819723,0.1125582054544353,0.1293514527562121,0.1488754879304823,0.1717732215961709,0.198692000103861,0.2302994551623261,0.2672485048338656,0.3097582309869395,0.3580768723115138,0.411864662581466,0.470286764642242,0.532160569158466,0.5956495750352695,0.6589589878742242,0.7198916058646864,0.7764796410735769,0.8270403824682575,0.8705923432780274,0.9064145548256431,0.9348961714226364,0.9564317027151004,0.9720696582971984,0.9828383705934792,0.9899325119656566,0.9943856078899764,0.9970259501120834,0.9985069976371614,0.9992940695349622,0.9996854417123222,0.9998684967846356,0.9999480153887432,0.9999805260561369,0.9999933464025136,0.9999981066999022,0.999999567245692,0.9999999459057116,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.030810629263879e-08,4.921567440484715e-07,7.030810629263879e-07,9.140053818043044e-07,1.8280107636086083e-06,2.8123242517055515e-06,4.0778701649730496e-06,6.608961991508047e-06,9.702518668384153e-06,1.3850696939649842e-05,1.989719408081678e-05,2.8966939792567183e-05,4.113024218119369e-05,6.039466330537672e-05,8.528373293297086e-05,0.0001219142563114,0.0001751374927749,0.0002472736098312,0.0003443691046213,0.0004847040847814,0.0006723564204765,0.0009258171436614,0.0012398834544706,0.0016540685086406,0.0021822933112172,0.0028447362887064,0.0036407646681517,0.0045975876866882,0.005750289089356,0.0071011187355565,0.0086608337655524,0.0105042420044391,0.0125755188158202,0.0149664162784077,0.0177323371799601,0.0208810154121696,0.0245321153719464,0.0287451880253202,0.0335938459595794,0.0391506471404181,0.0454799937932003,0.0527784673831203,0.0610570359747596,0.0704658776831594,0.0811619202015649,0.0933613609568258,0.1074476603606623,0.1238051928301761,0.1428767588187985,0.1653223405202982,0.1916025263389985,0.2225605213936669,0.2586958647795127,0.3003816113085245,0.3477689234092316,0.4006382991737883,0.4581104654248989,0.5190570473646728,0.5818492874027349,0.6447193585144628,0.7055760866943948,0.7626624020581714,0.8141952910302114,0.859044691418073,0.8965213025476635,0.9266072661599842,0.9498400174195364,0.967080690012192,0.9792286652336468,0.9874419879026466,0.9927470157548514,0.9960115617462312,0.9979005999461018,0.998957260475574,0.999504820007381,0.99978380257315,0.9999083182293944,0.9999645647144284,0.9999885397786744,0.9999965549027916,0.9999988750702992,0.9999999296918936,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.896326087903129e-08,9.896326087903129e-08,2.968897826370939e-07,5.937795652741877e-07,7.917060870322502e-07,1.5834121740645004e-06,2.0782284784596564e-06,3.760603913403188e-06,6.036758913620907e-06,9.104620000870878e-06,1.2271444348999878e-05,1.721960739295144e-05,2.6027337611185224e-05,3.8595671742822194e-05,5.433083022258816e-05,7.897268218146696e-05,0.0001105419624018,0.0001557681726235,0.0002209849615428,0.0003140104267691,0.0004377145028679,0.00061921312332,0.0008618710389954,0.0011805327390259,0.0015925167940653,0.0021199909745506,0.0027705754515693,0.0036097839038235,0.0046008019982661,0.0057739124927262,0.0071408920152482,0.0087239083362692,0.0105226645660065,0.0125709071764198,0.0148318218344621,0.0173836884794888,0.0202721291747651,0.0234959563611604,0.0271792699678171,0.0313471076997375,0.0361236684493248,0.0415321096196248,0.0476829731730392,0.0547753731904567,0.0627865481218752,0.0720442642873259,0.0825561418578966,0.0947346597049311,0.1086864012603961,0.1248550188228122,0.1438211298437568,0.1659426844378293,0.191926280287706,0.2223316535969186,0.2576640118122548,0.2983635435181043,0.3445077369477355,0.3959090567217826,0.4519025686903993,0.5113602896060866,0.5727358195543486,0.6345109631500402,0.6948985428649468,0.7518230022286526,0.8036841053127437,0.8494203721810315,0.888113918588863,0.9196539056840538,0.9442686417094518,0.9627776414283962,0.9760992839018444,0.9852663497203298,0.9913041972298204,0.9950696503430068,0.9973132464303952,0.9986202542168244,0.99932675293624,0.9996849009773612,0.9998631338102044,0.9999396324108638,0.999973873699128,0.9999900047106512,0.9999970311021736,0.999999307257174,0.9999999010367392,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.213689687879364e-07,4.213689687879364e-07,1.123650583434497e-06,1.96638852101037e-06,2.528213812727618e-06,3.511408073232803e-06,5.477796594243173e-06,8.848748344546664e-06,1.3624263324143276e-05,2.008525417889164e-05,2.8231720908791736e-05,4.031096468071258e-05,5.885119930738178e-05,8.23074052365769e-05,0.0001161573790625,0.0001661598300253,0.0002236064661034,0.0003105489299967,0.0004337291252057,0.0006025576253667,0.000826445004116,0.0011177514178714,0.0014885561104048,0.0019897042706166,0.002606869353568,0.0033819073434919,0.0043226837944725,0.0054610822918145,0.0067830572032252,0.0082980191023408,0.0100388347687267,0.0120055042023829,0.0141780826054535,0.016523703198373,0.0191463036601091,0.022043636689495,0.0252562941638571,0.0288306266697623,0.0329058264232333,0.0375324577005249,0.0427884737608627,0.0487700871854533,0.0555766005946078,0.0634410310280658,0.0723514396983784,0.0827381847790011,0.0945769673260669,0.1082669642093411,0.1242510342150198,0.1427671103541451,0.1645226711253122,0.1901886763831541,0.2200901420589295,0.2549358107581397,0.2949662841619624,0.3402656956078325,0.3907655024101603,0.4457513437105274,0.5043255631490926,0.5651938557100622,0.6266227094558428,0.6866489663608512,0.7434368622844013,0.7956385783516636,0.8418641587909295,0.8812658092369977,0.9136019448144298,0.9392999741138996,0.9587526130143176,0.9730460102608962,0.9830379326177644,0.989776605622944,0.9941040649323962,0.9967717518737929,0.9983025853373992,0.9991529079164132,0.9996002613049432,0.999825272334276,0.9999276649936916,0.9999699423468932,0.999989746688426,0.9999969099608956,0.9999991572620625,0.9999994381747084,0.9999998595436772,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
